"PRJ_ID","PRJ_IDPARENT","PRJ_CODE","PRJ_DESCRIPTIONDU","PRJ_DESCRIPTIONEN","PRJ_INTERNETWORK","PRJ_URL","PRJ_CONTENTDU","PRJ_USERUPDATE","PRJ_DATEUPDATE","PRJ_STARTDATE","PRJ_COMMENTS","PRJ_USERCREATION","PRJ_CONTENTFR","PRJ_DATECREATION","PRJ_ENDDATE","PRJ_DESCRIPTIONFR","PRJ_DELETE","PRJ_PRJS_ID","PRJ_RELT_ID","PRJ_CONTENTEN"
126,123,"EUROCITIES: COM ENV - COM L","EUROCITIES: COMITE LEEFMILIEU","EUROCITIES: ENVIRONMENTAL COMITY","21","","INTERSTEDELIJKE SAMENWERKING - LEEFMILIEU - MILIEUBESCHERMING - LEEFMILIEU (ALLERLEI).
Dit comité wil de bijdrage van de grote steden aan een duurzaam Europa ondersteunen. De behandelde thema's betreffen ondermeer de bestrijding van verspilling, GELUIDsvervuiling en het ecologisch beleid in het algemeen.","PGERARD",17/09/09,13/05/04,"","PGERARD","COOPERATION INTERURBAINE - ENVIRONNEMENT -PROTECTION DE L'ENVIRONNEMENT:
Vise à soutenir les grandes villes dans leur contribution au développement d'une Europe soutenable. Thèmes abordés:gestion du gaspillage ENVIRONNEMENT (DIVERS), la pollution par le BRUITet politique écologique générale.",13/05/04,,"EUROCITIES: COMITE ENVIRONNEMENT","N",17,18,"INTERURBAN COOPERATION - ENVIRONMENT - ENVIRONMENTAL PROTECTION - ENVIRONMENT (MISC.)
This committee aims to support the big cities in their contribution to the development of a sustainable Europe. Subjects brought forward: waste management, acoustic pollution and general environmental policy."
127,123,"EUROCITIES: GT CON RESP - WG VV","EUROCITIES: WERKGROEP VERANTWOORD VERBRUIK","EUROCITIES: WORKING GROUP RESPONSIBLE CONSUMPTION","21","","ADMINISTRATIE - ORGANISATIE - INTERSTEDELIJKE SAMENWERKING - LEEFMILIEU - MILIEUBESCHERMING - LEEFMILIEU (ALLERLEI) - ECONOMIE & HANDEL - HANDEL'","GDEROEP",24/07/06,01/09/04,"","PGERARD","ADMINISTRATION - ORGANISATION - COOPERATION INTERURBAINE - ENVIRONNEMENT- PROTECTION DE L'ENVIRONNEMENT - ENVIRONNEMENT (DIVERS) - ECONOMIE & COMMERCE - COMMERCE'",13/05/04,,"EUROCITIES: GROUPE DE TRAVAIL CONSOMMATION RESPONSABLE","N",17,18,"ADMINISTRATION - ORGANISATION - INTERURBAN COOPERATION - ENVIRONMENT - ENVIRONMENTAL PROTECTION - ENVIRONMENT (MISC.) - ECONOMY & TRADE - TRADE'"
128,123,"EUROCITIES: GT GOUV - WG GOV","EUROCITIES: WERKGROEP GOVERNANCE","EUROCITIES: WORKING GROUP GOUVERNANCE","21","","EXTERNE BETREKKINGEN - INTERSTEDELIJKE SAMENWERKING - EXTERNE BETREKKINGEN (ALLERLEI) - ADMINISTRATIE - ADMINISTRATIE (ALLERLEI) - ORGANISATIE","PGERARD",17/09/09,13/05/04,"","PGERARD","RELATIONS EXTERIEURES - COOPERATION INTERURBAINE - RELATIONS EXTERIEURES (DIVERS) - ADMINISTRATION - ADMINISTRATION (DIVERS) - ORGANISATION",13/05/04,,"EUROCITIES:GROUPE DE TRAVAIL GOUVERNANCE","N",17,18,"EXTERNAL RELATIONS - INTERURBAN COOPERATION - EXTERNAL RELATIONS (MISC.) - ADMINISTRATION - ADMINISTRATION (MISC.) - ORGANISATION"
131,,"BRATISLAVA","INTERREGIONAAL SAMENWERKINGSAKKOORD TUSSEN DE REGIONALE OVERHEID BRATISLAVA EN HET BRUSSELS HOOFDSTEDELIJK GEWEST","ACCORD DE COOPERATION INTERREGIONAL ENTRE LA COLLECTIVITE REGIONALE DE BRATISLAVA ET LA REGION DE BRUXELLES-CAPITALE","24","","ECONOMIE & HANDEL - ECONOMISCHE ONTWIKKELING - EXTERNE BETREKKINGEN - EUROPESE ZAKEN - LEEFMILIEU - MILIEUBESCHERMING - STEDENBOUW EN STADSVERNIEUWING - RUIMTELIJKE ORDENING - PATRIMONIUM - PATRIMONIUM (ALLERLEI) - ADMINISTRATIE - ADMINISTRATIEF BEHEER - FINANCIEN EN BEGROTING - FINANCIEN EN BEGROTING (ALLERLEI) financiering van gewestelijke instellingen - OVERHEDEN - LOKAAL BELEID  relaties en samenwerking tussen het Gewest en de lokale overheden - ONDERZOEK EN ONTWIKKELING - WETENSCHAPPELIJK ONDERZOEK - TECHNOLOGIEEN","GDEROEP",12/04/06,09/03/04,"","PGERARD","ECONOMIE & COMMERCE - DEVELOPPEMENT ECONOMIQUE - RELATIONS EXTERIEURES - AFFAIRES EUROPEENNES - ENVIRONNEMENT -  PROTECTION DE L'ENVIRONNEMENT- URBANISME ET RENOVATION URBAINE - AMENAGEMENT DU TERRITOIRE - PATRIMOINE - PATRIMOINE (DIVERS) - ADMINISTRATION - 
GESTION ADMINISTRATIVE - FINANCES ET BUDGET - FINANCES ET BUDGET (DIVERS) Financement des Institutions régionales - AUTORITES - POLITIQUE LOCALE - Coopération et rapports entre la région et ses pouvoirs locaux - R&D - RECHERCHE SCIENTIFIQUE - TECHNOLOGIES",13/05/04,09/03/08,"ACCORD DE COOPERATION INTERREGIONAL ENTRE LA COLLECTIVITE REGIONALE DE BRATISLAVA ET LA REGION DE BRUXELLES-CAPITALE","N",17,17,"ECONOMY & TRADE - ECONOMICAL DEVELOPMENT - EXTERNAL RELATIONS - EUROPEAN AFFAIRS - ENVIRONMENT - ENVIRONMENTAL PROTECTION - TOWN PLANNING AND RENOVATION - SPATIAL PLANNING - HERITAGE - HERITAGE (MISC.) - ADMINISTRATION - ADMINISTRATIVE MANAGEMENT - FINANCE AND BUDGET - FINANCE AND BUDGET (MISC.)  financing regional institutions - AUTHORITIES - LOCAL POLICY co-operation and relation between the region and its local authorities - R&D - SCIENTIFIC RESEARCH - TECHNOLOGIES"
134,,"ALBERTA","MEMORANDUM OF UNDERSTANDING ON SCIENTIFIC AND TECHNOLOGICAL COOPERATION BETWEEN THE GOVERNEMENT OF ALBERTA  AND THE BRUSSELS-CAPITAL REGION'S GOVERNMENT","MEMORANDUM OF UNDERSTANDING ON SCIENTIFIC AND TECHNOLOGICAL COOPERATION BETWEEN THE GOVERNEMENT OF ALBERTA  AND THE BRUSSELS-CAPITAL REGION'S GOVERNMENT","24","","ONDERZOEK EN ONTWIKKELING","GDEROEP",15/02/06,03/02/03,"Intitulé exact - Volledige benaming - Complete title: Memorandum of understanding on scientific and technological cooperation between the government of Alberta Canada represented by the department of innovation and science (Alberta)and the Brussels-Capital Region's government, Belgium represented by the research and innovation department of the Brussels-Capital Region's ministry","PGERARD","R&D",14/05/04,,"MEMORANDUM OF UNDERSTANDING ON SCIENTIFIC AND TECHNOLOGICAL COOPERATION BETWEEN THE GOVERNMENT OF ALBERTA  AND THE BRUSSELS-CAPITAL REGION'S GOVERNMENT","N",17,17,"R&D"
136,130,"GT MET GOV","METROPOLIS : WERKGROEP: METROPOLITAIN GOVERNANCE","METROPOLIS : WORKING GROUP: METROPOLITAN GOVERNANCE","21","","EXTERNE BETREKKINGEN - INTERSTEDELIJKE SAMENWERKING - EXTERNE BETREKKINGEN (ALLERLEI)","GDEROEP",23/05/06,01/01/03,"Voir aussi Metropolis - Zie ook Metropolis - Also see Metropolis","PGERARD","RELATIONS EXTERIEURES - COOPERATION INTERURBAINE -  RELATIONS EXTERIEURES (DIVERS)",14/05/04,,"METROPOLIS : GROUPE DE TRAVAIL GOUVERNANCE METROPOLITAINE","N",17,18,"EXTERNAL RELATIONS - INTERURBAN COOPERATION - EXTERNAL RELATIONS (MISC.)"
137,130,"GT GEST DECH URB","METROPOLIS : WERKGROEP STEDELIJK AFVAL","METROPOLIS : WORKING GROUP URBAN WASTE MANAGEMENT","21","www.metropolis.org","EXTERNE BETREKKINGEN - INTERSTEDELIJKE SAMENWERKING - LEEFMILIEU - AFVAL","GDEROEP",23/05/06,01/01/03,"Voir aussi Metropolis - Zie ook Metropolis - Also see Metropolis","PGERARD","RELATIONS EXTERIEURES - COOPERATION INTERURBAINE - ENVIRONNEMENT- DECHETS",14/05/04,,"METROPOLIS : GROUPE DE TRAVAIL GESTION DES DECHETS URBAINS","N",17,18,"EXTERNAL RELATIONS - INTERURBAN COOPERATION - ENVIRONMENT - WASTE"
138,130,"GT PERF MEA IND","METROPOLIS : WERKGROEP PRESTATIE-INDICATOREN","METROPOLIS : WORKING GROUP METROPOLITAN PERFORMANCE MEASUREMENT","21","","EXTERNE BETREKKINGEN - INTERSTEDELIJKE SAMENWERKING - ADMINISTRATIE - ADMINISTRATIE (ALLERLEI)","GDEROEP",23/05/06,01/01/03,"Voir aussi Metropolis - Zie ook Metropolis - Also see Metropolis","PGERARD","RELATIONS EXTERIEURES - COOPERATION INTERURBAINE - ADMINISTRATION - ADMINISTRATION (DIVERS)",14/05/04,,"METROPOLIS : GROUPE DE TRAVAIL PERFORMANCE MEASUREMENTS INDICATORS","N",17,18,"EXTERNAL RELATIONS - INTERURBAN COOPERATION - ADMINISTRATION - ADMINISTRATION (MISC.)"
140,,"BUENOS AIRES","INTENTIEVERKLARING OMTRENT SAMENWERKING VAN DE REGERING VAN DE STAD BUENOS AIRES EN DE REGERING VAN HET BRUSSELS HOOFDSTEDELIJK GEWEST","DECLARATION D'INTENTION DE COOPERATION ENTRE LE GOUVERNEMENT DE LA VILLE DE BUENOS AIRES ET LA REGION DE BRUXELLES-CAPITALE","24","","LEEFMILIEU - MILIEUBESCHERMING - AFVAL: beheer en behandeling - RECYCLAGE - LEEFMILIEU (ALLERLEI): bewustmaken en informeren van de bevolking - VERVOER - OPENBAAR VERVOER: ontwikkeling en beheer.","GDEROEP",12/04/06,03/04/01,"","PGERARD","ENVIRONNEMENT - PROTECTION DE L'ENVIRONNEMENT - DECHETS: Gestion, traitement - RECYCLAGE - ENVIRONNEMENT (DIVERS) sensibilisation et information du public - TRANSPORTS - TRANSPORT EN COMMUN: Gestion et développement.",14/05/04,,"DECLARATION D'INTENTION DE COOPERATION ENTRE LE GOUVERNEMENT DE LA VILLE DE BUENOS AIRES ET LA REGION DE BRUXELLES-CAPITALE","N",18,17,"ENVIRONMENT - ENVIRONMENTAL PROTECTION - WASTE: management and processing - RECYCLING - ENVIRONMENT (MISC.): Raising awareness and informing the public. TRANSPORT - PUBLIC TRANSPORT: Management and development"
110,,"ARE - VRE","VERGADERING VAN DE REGIO'S VAN EUROPA","ASSEMBLY OF THE REGIONS OF EUROPE","21","www.a-e-r.org","EXTERNE BETREKKINGEN - INTERREGIONALE SAMENWERKING - REGIONAAL BELEID: 
Een vereniging van 270 Europese regio's met als belangrijkste opdrachten;
- De opbouw van een Europa van de regio's met het behoud van een politieke, economische en sociale samenhang.
- Het bevorderen en ontwikkelen van samenwerking en interregionale partenariaten.","GDEROEP",27/06/12,01/01/90,"Le Ministre des Relations extérieures de la Région de Bruxelles-Capitale siège au Bureau de cette association.
De minister van Externe Betrekkingen van het Brussels Hoofdstedelijk Gewest zetelt in het Bureau van deze instelling. Haar zetel is gevestigd in Straatsburg.
The Minister of the Brussels Capital Region in charge of external relations is member of the association's bureau. The association has its seat in Strasburg","GDEROEP","RELATIONS EXTERIEURES- COOPERATION INTERREGIONALE- POLITIQUE REGIONALE: 
Association de 270 régions européennes. Vocations principales: 
- La construction d'une Europe avec les régions tout en maintenant une cohésion politique, économique et sociale.
- Promouvoir et développer des réseaux de coopérations et de partenariats interrégionaux.",04/05/04,,"ASSEMBLEE DES REGIONS D'EUROPE","N",17,18,"EXTERNAL RELATIONS - INTERREGIONAL COOPERATION - REGIONAL POLICY
Association of 270 European regions.  Main targets: 
- Building a Europe of regions, with a political, economic and social cohesion.
- Promoting and developing cooperation networks and interregional partnerships"
157,,"QUEBEC","SAMENWERKINGSAKKOORD TUSSEN HET BRUSSELS HOOFDSTEDELIJK GEWEST EN DE REGERING VAN QUEBEC","ACCORD DE COOPERATION ENTRE LA REGION DE BRUXELLES-CAPITALE ET LE GOUVERNEMENT DU QUEBEC","24","","VEILIGHEID - PREVENTIE - VEILIGHEID (ALLERLEI): bestrijding van onburgerlijk gedrag - ONDERZOEK EN ONTWIKKELING - WETENSCHAPPELIJK ONDERZOEK - ECONOMIE & HANDEL - ECONOMIE - HANDEL': Buitenlandse handel - WERKGELEGENHEID - WERKGELEGENHEID (ALLERLEI) - STEDENBOUW EN STADSVERNIEUWING - HEROPLEVING","PGERARD",13/01/09,06/09/02,"","PGERARD","SECURITE - PREVENTION - SECURITE (DIVERS) - lutte contre les incivilités - R&D- RECHERCHE SCIENTIFIQUE - ECONOMIE & COMMERCE - ECONOMIE - COMMERCE' extérieur - EMPLOI - EMPLOI (DIVERS) - URBANISME ET RENOVATION URBAINE - REVITALISATION",19/05/04,06/09/07,"ACCORD DE COOPERATION ENTRE LA REGION DE BRUXELLES-CAPITALE ET LE GOUVERNEMENT DU QUEBEC","N",17,17,"SECURITY - PREVENTION - SECURITY (MISC.): Fight against uncivil behaviour - R&D - SCIENTIFIC RESEARCH - ECONOMY & TRADE - ECONOMIE - TRADE' : External trade - EMPLOYMENT - EMPLOYMENT (MISC.) - TOWN PLANNING AND RENOVATION - REVITALIZATION."
161,,"SOFIA","SAMENWERKINGSAKKOORD TUSSEN HET BRUSSELS HOOFDSTEDELIJK GEWEST EN DE MUNICIPALITEIT SOFIA","ACCORD DE COOPERATION ENTRE LA REGION DE BRUXELLES-CAPITALE ET LA MUNICIPALITE DE SOFIA","24","","STEDENBOUW EN STADSVERNIEUWING - STEDENBOUW EN RENOVATIE (ALLERLEI): Infrastructuur - RUIMTELIJKE ORDENING - STEDENBOUW' - LEEFMILIEU - MILIEUBESCHERMING - FAUNA EN FLORA - HUISVESTING - HUISVESTING (ALLERLEI) - ECONOMIE & HANDEL - ECONOMIE - OVERHEDEN - LOKAAL BELEID - EXTERNE BETREKKINGEN - EXTERNE BETREKKINGEN (ALLERLEI) - EUROPESE ZAKEN - ONDERZOEK EN ONTWIKKELING - WETENSCHAPPELIJK ONDERZOEK.","PGERARD",08/10/07,19/05/04,"","PGERARD","URBANISME ET RENOVATION URBAINE - URBANISME ET RENOVATION (DIVERS): - Infrastructures  - AMENAGEMENT DU TERRITOIRE - URBANISME' - ENVIRONNEMENT -  PROTECTION DE L'ENVIRONNEMENT - FAUNE ET FLORE - LOGEMENT - LOGEMENT (DIVERS) - ECONOMIE & COMMERCE - ECONOMIE - AUTORITES - POLITIQUE LOCALE  - RELATIONS EXTERIEURES - RELATIONS EXTERIEURES (DIVERS) - AFFAIRES EUROPEENNES - R&D - RECHERCHE SCIENTIFIQUE",19/05/04,,"ACCORD DE COOPERATION ENTRE LA REGION DE BRUXELLES-CAPITALE ET LA MUNICIPALITE DE SOFIA","N",17,17,"TOWN PLANNING AND RENOVATION - URBANISM AND RENOVATION (MISC.): Invfrastructure - SPATIAL PLANNING - TOWN PLANNING' - ENVIRONMENT - ENVIRONMENTAL PROTECTION - FAUNA ET FLORA - HOUSING - HOUSING (MISC.) - ECONOMY & TRADE - ECONOMY - AUTHORITIES - LOCAL POLICY - EXTERNAL RELATIONS - EXTERNAL RELATIONS (MISC.) - EUROPEAN AFFAIRS - R&D - SCIENTIFIC RESEARCH."
167,149,"AP- COM EX 2002 - 2004","KIEV :BIJZONDERE REGELING : PROJET 1. BUITENLANDSE HANDEL","KIEV :BIJZONDERE REGELING : PROJET 1. EXTERNAL TRADE","24","","ECONOMIE & HANDEL - HANDEL' - ONDERNEMINGEN: Het bijzonder vergelijk is erop gericht samenwerking en de handelsuitwisseling tussen de ondernemingen uit 
Kiev en uit Brussel te bevorderen.","PGERARD",29/07/09,26/05/02,"Voir aussi Kiev - Zie ook Kiev","PGERARD","ECONOMIE & COMMERCE - COMMERCE' - ENTREPRISE: favoriser l'accroissement des échanges commerciaux et des collaborations entre les entreprises de Kiev et de Bruxelles",26/05/04,31/12/04,"KIEV : ARRANGEMENT PARTICULIER : PROJET 1. COMMERCE EXTERIEUR","N",,17,"ECONOMY & TRADE - TRADE' - ENTERPRISE:"
168,149,"AP-TRANS COM 2002 - 2004","KIEV : BIJZONDERE REGELING: PROJET 2.. OPENBAAR VERVOER","KIEV : BIJZONDERE REGELING: PROJET 2.. OPENBAAR VERVOER","24","","VERVOER- OPENBAAR VERVOER","PGERARD",29/07/09,26/02/02,"","PGERARD","TRANSPORTS -TRANSPORT EN COMMUN : échanges expertises en matière de gestion et de management moderne afin d'accroître la rentabilité et la productivité des sociétés de transports en commun. 
(Voir aussi Kiev)",26/05/04,31/12/04,"KIEV : ARRANGEMENT PARTICULIER: PROJET 2 . TRANSPORTS EN COMMUN","N",,17,""
170,149,"AP-FORM FONCT 2002 - 2004","KIEV : BIJZONDERE REGELING : PROJEKT 4 : OPLEIDING VAN AMBTENAREN","KIEV : BIJZONDERE REGELING : PROJETC 4 : OPLEIDING VAN AMBTENAREN","24","","","PGERARD",29/07/09,26/02/02,"","PGERARD","ADMINITRATION - GESTION ADMINITRATIVE:Informer les fonctionnaires de Kiev sur les modes de gestion urbaine de la Région de Bruxelles-Capitale et de leur apporter une formation complémentaire dans les secteurs couverts par l' Accord -cadre d'amitié et de coopération. Le ou les domaines seront déterminés de commun accord par les parties. Voir aussi Kiev",26/05/04,31/12/04,"KIEV : ARRANGEMENT PARTICULIER: PROJET 4 : FORMATION DE FONCTIONNAIRE","N",,17,""
185,141,"CASABLANCA - AP - ENV","CASABLANCA - BELANGRIJKSTE ACTIES - STRIJD TEGEN LUCHTVERVUILING, MILIEUVRIENDELIJKER VERVOER, PREVENTIE VAN DE VERONTREINIGING VAN DE GROND EN VAN HET ONDERGRONDS, OPLEIDING VAN AMBTENAREN","CASABLANCA - ACTIONS PRIORITAIRES - LUTTE CONTRE LA POLLUTION DE L'AIR, ECOLOGISATION DES TRANSPORTS, PREVENTION DE LA POLLUTION DU SOL ET DES EAUX SOUTERRAINES, FORMATION DE FONCTIONNAIRES","","","LEEFMILIEU - VERVUILING: bestrijding van de luchtvervuiling, preventie van de verontreininging van de grond en van het grondwater - WATER' - LUCHT - GELUID: bestrijding van geluidsoverlast - LEEFMILIEU (ALLERLEI): ijveren voor een milieuvriendelijk vervoer, vorming en bewustmaking van de bevolking - AMINISTRATIE - ADMINISTRATIE (ALLERLEI): vorming van ambtenaren.","GDEROEP",23/05/06,02/06/04,"Voir aussi Casablanca                         -                              Zie ook Cassablanca                                     -                               Also see Casablanca","PGERARD","ENVIRONNEMENT - POLLUTION: Lutte contre la pollution de l' air - AIR' -  Prévention de la pollution du sol et des EAUX' souterraines - Lutte contre le BRUIT - ENVIRONNEMENT (DIVERS)  écologisation des transports, formation et sensibilsation de la population  - ADMINISTRATION - ADMINISTRATION (DIVERS) Formation des fonctionnaires",02/06/04,,"CASABLANCA - ACTIONS PRIORITAIRES - LUTTE CONTRE LA POLLUTION DE L'AIR, ECOLOGISATION DES TRANSPORTS, PREVENTION DE LA POLLUTION DU SOL ET DES EAUX SOUTERRAINES, FORMATION DE FONCTIONNAIRES","N",17,17,"ENVIRONMENT - POLLUTION: Fight against pollution - AIR': Prevention of soil and underground water pollution- WATER' - NOISE: fight against noise - ENVIRONMENT (MISC.): environment-friendly transportation, education and awareness of the population - ADMINISTRATION - ADMINISTRATION (MISC.) : vocational training of civil servants."
123,,"EUROCITIES","EUROCITIES","EUROCITIES","21","www.eurocities.org","EXTERNE BETREKKINGEN - INTERSTEDELIJKE SAMENWERKING - EUROPESE ZAKEN -  EUROPESE STRUCTUURFONDSEN","GDEROEP",26/06/12,12/05/04,"","PGERARD","RELATIONS EXTERIEURES - COOPERATION INTERURBAINE - AFFAIRES EUROPEENNES - PROGRAMMES EUROPEENS - FONDS STRUCTURELS EUROPEENS",12/05/04,,"EUROCITIES","N",17,18,"EXTERNAL RELATIONS - INTERURBAN COOPERATION - EUROPEAN AFFAIRS - EUROPEAN STRUCTURAL FUNDS"
187,186,"COE - CDLR - LR-CT","RAAD VAN EUROPA - STUURGROEP VOOR LOKALE EN REGIONALE DEMOCRATIE - EXPERTENCOMITÉ VOOR GRENSOVERSCHRIJDENDE SAMENWERKING","COUNCIL OF EUROPE - STEERING COMMITTEE ON LOCAL AND REGIONAL DEMOCRACY - EXPERT COMMITTEE ON TRANSFRONTIER CO-OPERATION","2","","EXTERNE BETREKKINGEN - INTERREGIONALE SAMENWERKING - INTERSTEDELIJKE SAMENWERKING","GDEROEP",23/05/06,03/06/04,"Prépare les travaux du Comité Directeur sur la Démocratie Locale et Régionale. Voir aussi Conseil de l'Europe  et Comité Directeur sur la Démocratie Locale et Régionale.
Het expertencomité bereidt de werkzaamheden voor van de stuurgroep voor lokale en regionale democratie. Zie ook bij de Raad van Europa en de stuurgroep voor Lokale en Regionale democratie.
Prepares the activities of the steering committee on local and regional democracy.  See also Council of Europe and Steering Committee on Local and Regional Democracy.","PGERARD","RELATIONS EXTERIEURES- COOPERATION INTERREGIONALE - COOPERATION INTERURBAINE",03/06/04,,"CONSEIL DE L'EUROPE - COMITE DIRECTEUR SUR LA DEMOCRATIE LOCALE ET REGIONALE - COMITÉ D'EXPERTS SUR LA COOPÉRATION TRANSFRONTALIÈRE","N",17,18,"EXTERNAL RELATIONS - INTERREGIONAL COOPERATION - INTERURBAN COOPERATION"
188,186,"COE - CDLR - LR-DP","RAAD VAN EUROPA - STUURGROEP VOOR LOKALE EN REGIONALE DEMOCRATIE - EXPERTENCOMITÉ OVER DEMOCRATISCHE DEELNAME OP LOKAAL EN REGIONAAL NIVEAU","COUNCIL OF EUROPE - STEERING COMMITTEE ON LOCAL AND REGIONAL DEMOCRACY - COMMITTEE OF EXPERTS ON DEMOGRAPHIC PARTICIPATION AT LOCAL AND REGIONAL LEVEL","20","","OVERHEDEN - DEMOCRATIE","GDEROEP",23/05/06,03/06/04,"Prépare les travaux du Comité Directeur sur la Démocratie Locale et Régionale. Voir aussi Conseil de l'Europe et Comité Directeur sur la Démocratie Locale et Régionale.
Het expertencomité bereidt de werkzaamheden voor van de stuurgroep voor lokale en regionale democratie. Zie ook bij de Raad van Europa en de stuurgroep voor lokale en regionale democratie.
Prepares the activities of the steering committee on local and regional democracy.  See also Council of Europe and Steering Committee on Local and Regional Democracy","PGERARD","AUTORITES - DEMOCRATIE",03/06/04,,"CONSEIL DE L'EUROPE - COMITE DIRECTEUR SUR LA DEMOCRATIE LOCALE ET REGIONALE - COMITÉ D'EXPERTS SUR LA PARTICIPATION DÉMOCRATIQUE AUX NIVEAUX LOCAL ET RÉGIONAL","N",17,18,"AUTHORITIES - DEMOCRACY"
189,186,"COE - CDLR - LR-FL","RAAD VAN EUROPA - STUURGROEP VOOR LOKALE EN REGIONALE DEMOCRATIE - EXPERTENCOMITE VOOR LOKALE FINANCIEN","COUNCIL OF EUROPE - STEERING COMMITTEE ON LOCAL AND REGIONAL DEMOCRACY - COMMITTEE OF EXPERTS ON LOCAL FINANCES","20","","FINANCIEN EN BEGROTING - PLAATSELIJKE FINANCIEN","GDEROEP",23/05/06,03/06/04,"Prépare les travaux du Comité Directeur sur la Démocratie Locale et Régionale. Voir aussi Conseil de l'Europe et Comité Directeur sur la Démocratie Locale et Régionales.
Het expertencomite bereidt de werkzaamheden voor van de stuurgroep voor lokale en regionale democratie. Zie ook bij de Raad van Europa en de stuurgroep voor lokale en regionale democratie.
Prepares the activities of the steering committee on local and regional democracy.  See also Council of Europe and Steering Committee on Local and Regional Democracy","PGERARD","FINANCES ET BUDGET - FINANCES LOCALES",03/06/04,,"CONSEIL DE L'EUROPE - COMITE DIRECTEUR SUR LA DEMOCRATIE LOCALE ET REGIONALE - COMITÉ D'EXPERTS SUR LES FINANCES LOCALES","N",17,18,"FINANCE AND BUDGET - LOCAL FINANCES"
190,186,"COE - CDLR - LR-FS","RAAD VAN EUROPA - STUURGROEP VOOR LOKALE EN REGIONALE DEMOCRATIE -  EXPERTENCOMITE OVER HET KADER EN DE STRUCTUUR VAN LOKALE EN REGIONALE OVERHEDEN","COUNCIL OF EUROPE - STEERING COMMITTEE ON LOCAL AND REGIONAL DEMOCRACY - COMMITTEE OF EXPERTS ON THE LEGAL FRAMEWORK AND INSTITUTIONAL STRUCTURE OF LOCAL AND REGIONAL GOVERNMENT","20","","OVERHEDEN - LOKAAL BELEID - REGIONAAL BELEID","GDEROEP",23/05/06,03/06/04,"Prépare les travaux du Comité Directeur sur la Démocratie Locale et Régionale. Voir aussi Conseil de l'Europe et Comité Directeur sur la Démocratie Locale et Régionale.
Het expertencomité bereidt de werkzaamheden van de stuurgroep voor lokale en regionale democratie voor. Zie ook de Raad van Europa en de stuurgroep voor lokale en regionale democratie.
Prepares the activities of the steering committee on local and regional democracy.  See also Council of Europe and Steering Committee on Local and Regional Democracy","PGERARD","AUTORITES - POLITIQUE LOCALE - POLITIQUE REGIONALE",03/06/04,,"CONSEIL DE L'EUROPE - COMITE DIRECTEUR SUR LA DEMOCRATIE LOCALE ET REGIONALE - COMITE D'EXPERTS SUR LE CADRE ET LA STRUCTURE DES COLLECTIVITES LOCALES ET REGIONALES","N",17,18,"AUTHORITIES - LOCAL POLICY - REGIONAL POLICY"
191,186,"COE - CDLR - LR- PE","RAAD VAN EUROPA - STUURGROEP VOOR LOKALE EN REGIONALE DEMOCRATIE - EXPERTENCOMITE VOOR OPENBARE ETHIEK OP HET LOKALE NIVEAU","COUNCIL OF EUROPE - STEERING COMMITTEE ON LOCAL AND REGIONAL DEMOCRACY - COMMITTEE OF EXPERTS ON PUBLIC ETHICS AT LOCAL LEVEL","20","","OVERHEDEN - LOKAAL BELEID - OVERHEDEN (ALLERLEI): Openbare ethiek.","PGERARD",25/07/08,03/06/04,"Prépare les travaux du Comité Directeur sur la Démocratie Locale et Régionale. Voir aussi Conseil de l'Europe  et Comité Directeur sur la Démocratie Locale et Régionale.
Het expertencomité bereidt de werkzaamheden van de stuurgroep voor lokale en regionale democratie voor. Zie ook de Raad van Europa en de stuugroep voor lokale en regionale democratie.
Prepares the activities of the steering committee on local and regional democracy.  See also Council of Europe and Steering Committee on Local and Regional Democracy","PGERARD","AUTORITES - POLITIQUE LOCALE - AUTORITES (DIVERS): Ethique publique.",03/06/04,,"CONSEIL DE L'EUROPE - COMITE DIRECTEUR SUR LA DEMOCRATIE LOCALE ET REGIONALE - COMITE D'EXPERTS SUR L'ETHIQUE PUBLIQUE AU NIVEAU LOCAL","N",17,18,"AUHORITIES - LOCAL POLICY - AUTHORITIES (MISC.): Public ethics"
